Partition 8F5E0384-52A4-11DF-AC80-BC6EA2597601
        IsPropertyConnectionTarget 3
        IndexInBlueprint 54
    BlueprintTransform::LinearTransform
        right::Vec3
            x 1.0
            y 4.22253079941e-13
            z -8.41278051666e-08
        up::Vec3
            x -1.40504556774e-12
            y 1.0
            z 3.45379280731e-11
        forward::Vec3
            x 1.69255287119e-07
            y -1.43684553144e-09
            z 1.0
        trans::Vec3
            x 53.4769859314
            y 75.3145370483
            z 17.5944747925
    Blueprint Objects/LoadingPallet_01/LoadingPallet_01Pile/BD28F40C-10A1-11DE-BF56-B3B77F179316
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable False
    Excluded False
ReferenceObjectData 1DD6188A-6C96-40B8-A04F-1AF00369EE24
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 1
        IsPropertyConnectionTarget 3
        IndexInBlueprint 55
    BlueprintTransform::LinearTransform
        right::Vec3
            x 1.0
            y 1.80190689036e-08
            z -1.27413670725e-07
        up::Vec3
            x 7.8147138538e-08
            y 0.449688702822
            z 0.893185377121
        forward::Vec3
            x 4.20622399133e-08
            y -0.893185317516
            z 0.449688762426
        trans::Vec3
            x 50.4060134888
            y 77.2033691406
            z 8.09433841705
    Blueprint Objects/LoadingPallet_01/LoadingPallet_01/0C963809-0289-11DE-ABC3-810B95555A08
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable False
    Excluded False
ReferenceObjectData 06209FF7-1026-4A55-A7BD-2391F042C3A2
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 56
    BlueprintTransform::LinearTransform
        right::Vec3
            x -1.0
            y -1.58088125923e-12
            z -2.06007769066e-07
        up::Vec3
            x -1.02831664624e-12
            y 1.0
            z 1.44822065451e-09
        forward::Vec3
            x 1.24599978335e-07
            y 2.84837042841e-09
            z -1.0
        trans::Vec3
            x 51.6613311768
            y 76.4798126221
            z 8.31353855133
    Blueprint Objects/StoreStack_01/StoreStack_01/EDEF98D9-55A6-0619-2FD8-90A04D31514E
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData DCF6C981-21FA-4143-8AAE-7032E03056CF
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 1
        IsPropertyConnectionTarget 3
        IndexInBlueprint 57
    BlueprintTransform::LinearTransform
        right::Vec3
            x 0.011666177772
            y -1.43219713866e-09
            z 0.999932050705
        up::Vec3
            x -1.02809861319e-12
            y 1.0
            z 1.44822065451e-09
        forward::Vec3
            x -0.9999319911
            y -1.4393527481e-09
            z 0.0116662550718
        trans::Vec3
            x 53.5180053711
            y 77.4161453247
            z 11.1568260193
    Blueprint Objects/StoreStack_01/StoreStack_01/EDEF98D9-55A6-0619-2FD8-90A04D31514E
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable False
    Excluded False
ReferenceObjectData 9FCF4ED9-67C3-41E9-8D57-49432AD11087
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 58
    BlueprintTransform::LinearTransform
        right::Vec3
            x 1.0
            y 1.97765718732e-12
            z 2.87759092998e-07
        up::Vec3
            x -1.02831968201e-12
            y 1.0
            z 1.44822065451e-09
        forward::Vec3
            x -2.10464591532e-07
            y -2.84836731979e-09
            z 1.0
        trans::Vec3
            x 53.4537353516
            y 76.505531311
            z 11.1453800201
    Blueprint Objects/StoreStack_01/StoreStack_01/EDEF98D9-55A6-0619-2FD8-90A04D31514E
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable False
    Excluded False
ReferenceObjectData EC74555B-C4C8-49BD-8B26-6535D5D5F53D
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 59
    BlueprintTransform::LinearTransform
        right::Vec3
            x -0.97504812479
            y -0.0857572108507
            z -0.204760700464
        up::Vec3
            x -0.0876135602593
            y 0.996154546738
            z -2.16738671455e-09
        forward::Vec3
            x 0.203973308206
            y 0.0179398115724
            z -0.978812098503
        trans::Vec3
            x -40.1008872986
            y 73.5430603027
            z -40.2227325439
    Blueprint Props/StreetProps/Bicycle_01/Bicycle_01/88527C58-4812-6BCC-7A45-2BDE16059DBF
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable False
    Excluded False
ReferenceObjectData BA97CADE-42C3-4EAE-A529-82937C10B1DA
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 60
    BlueprintTransform::LinearTransform
        right::Vec3
            x -0.882291257381
            y 4.64218778973e-08
            z -0.470703929663
        up::Vec3
            x 9.69838964693e-08
            y 1.0
            z -8.31651618682e-08
        forward::Vec3
            x 0.470703929663
            y -1.19026609013e-07
            z -0.882291257381
        trans::Vec3
            x -15.8852348328
            y 74.3699188232
            z -55.8111076355
    Blueprint Props/InteriorProps/ChairOffice_01/ChairOffice_01/5C13C808-1208-11DE-9120-FCCFDFD200C9
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData C36B4289-09F8-4147-816B-F918DB4A8F2D
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 61
    BlueprintTransform::LinearTransform
        right::Vec3
            x -0.882291257381
            y 4.64218778973e-08
            z -0.470703929663
        up::Vec3
            x 9.69838964693e-08
            y 1.0
            z -8.31651618682e-08
        forward::Vec3
            x 0.470703929663
            y -1.19026609013e-07
            z -0.882291257381
        trans::Vec3
            x -21.8585643768
            y 74.3699188232
            z -58.0725135803
    Blueprint Props/InteriorProps/ChairOffice_01/ChairOffice_01/5C13C808-1208-11DE-9120-FCCFDFD200C9
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData A7FA8015-B036-49E4-89B9-5BB25E205A95
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 0
        IsPropertyConnectionTarget 3
        IndexInBlueprint 62
    BlueprintTransform::LinearTransform
        right::Vec3
            x -0.882291257381
            y 4.64218778973e-08
            z -0.470703929663
        up::Vec3
            x 9.69838964693e-08
            y 1.0
            z -8.31651618682e-08
        forward::Vec3
            x 0.470703929663
            y -1.19026609013e-07
            z -0.882291257381
        trans::Vec3
            x -128.047973633
            y 75.691619873
            z -70.0568618774
    Blueprint Props/InteriorProps/ChairOffice_01/ChairOffice_01/5C13C808-1208-11DE-9120-FCCFDFD200C9
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData 64D1DE11-19DD-40FE-BE0C-F637EC55EEC2
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 64
    BlueprintTransform::LinearTransform
        right::Vec3
            x 0.998610794544
            y -0.0526939146221
            z 0.000270488089882
        up::Vec3
            x 0.0526945851743
            y 0.998597502708
            z -0.00512600131333
        forward::Vec3
            x -6.19219009401e-10
            y 0.00513313338161
            z 0.999986827374
        trans::Vec3
            x -65.7732925415
            y 80.605758667
            z 3.3136947155
    Blueprint XP_Raw/Props/StoreSigns_01/StoreSign_Medium_01/AF913A34-04FA-5988-524A-442E0A424F3F
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData C7085676-497A-4C3D-A5E0-7D4828A865BE
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 65
    BlueprintTransform::LinearTransform
        right::Vec3
            x -1.21651311247e-07
            y 0.0
            z 0.999999880791
        up::Vec3
            x 0.0
            y 1.0
            z 0.0
        forward::Vec3
            x -0.999999880791
            y 0.0
            z -1.21651311247e-07
        trans::Vec3
            x -59.2037086487
            y 81.2633972168
            z 11.3461446762
    Blueprint Levels/MP_001/Prefabs/WallLamp_01_MP001/DED2D7C8-2EA2-4323-BB7B-AD9424FD159A
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData 1706C1BB-1963-4606-A4D4-7A283777CC53
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 66
    BlueprintTransform::LinearTransform
        right::Vec3
            x -4.36900613465e-08
            y 4.43425894961e-13
            z 1.0
        up::Vec3
            x -2.66483829361e-13
            y 1.0
            z -4.99040175503e-12
        forward::Vec3
            x -1.0
            y 4.1470542278e-12
            z -4.3730555177e-08
        trans::Vec3
            x -58.3653488159
            y 82.2754058838
            z -4.61925458908
    Blueprint Levels/MP_001/Lighting/LightCeiling_01_MP01/3E4DFDF0-7233-69FC-A42C-C2FE2285A0B8
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData E163D23E-CDBF-4CD7-BCC9-CB32709557C4
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 0
        IsPropertyConnectionTarget 3
        IndexInBlueprint 67
    BlueprintTransform::LinearTransform
        right::Vec3
            x 0.321800082922
            y -3.67053800687e-08
            z 0.946807742119
        up::Vec3
            x -0.000174037762918
            y 1.0
            z 5.91481693846e-05
        forward::Vec3
            x -0.946807682514
            y -0.000183812968316
            z 0.32179993391
        trans::Vec3
            x 50.8698921204
            y 75.45753479
            z 20.3912773132
    Blueprint Props/BuildingProps/CardboardBox_01/CardboardBox_01_banger_NoText/7FA3E981-67AB-4814-AC20-5A22A4B31A2C
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable False
    Excluded False
ReferenceObjectData 0D4F1B4A-E66B-4EF3-BBEE-E40C0E1F6AD1
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 0
        IsPropertyConnectionTarget 3
        IndexInBlueprint 68
    BlueprintTransform::LinearTransform
        right::Vec3
            x -0.0476887449622
            y -3.29989924275e-09
            z 0.998862266541
        up::Vec3
            x -1.40504524248e-12
            y 1.0
            z 3.45379176647e-11
        forward::Vec3
            x -0.998862266541
            y 2.06013464066e-08
            z -0.047688819468
        trans::Vec3
            x 53.2831001282
            y 76.2154159546
            z 17.4623451233
    Blueprint Props/BuildingProps/CardboardBox_01/CardboardBox_01_banger_NoText/7FA3E981-67AB-4814-AC20-5A22A4B31A2C
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable False
    Excluded False
ReferenceObjectData 8F8AA531-EDFE-418E-90AC-16B4D5F88248
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 69
    BlueprintTransform::LinearTransform
        right::Vec3
            x -5.82396211257e-08
            y 1.0
            z -3.08460528231e-08
        up::Vec3
            x -0.999791443348
            y -5.16117175664e-08
            z 0.0204215478152
        forward::Vec3
            x 0.0204215478152
            y 4.80793254098e-08
            z 0.999791443348
        trans::Vec3
            x -24.8670368195
            y 74.5055084229
            z -58.4908866882
    Blueprint Props/BuildingProps/CardboardBox_01/CardboardBox_01_banger_NoText/7FA3E981-67AB-4814-AC20-5A22A4B31A2C
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData 8DF17E16-9139-4139-B702-2488D57D4800
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 70
    BlueprintTransform::LinearTransform
        right::Vec3
            x 0.995442271233
            y -9.3846352911e-09
            z -0.0953658521175
        up::Vec3
            x 2.16364703931e-08
            y 1.0
            z 1.27409492734e-07
        forward::Vec3
            x 0.0953658521175
            y -1.28891855411e-07
            z 0.995442271233
        trans::Vec3
            x -20.1404418945
            y 74.3961639404
            z -56.2168655396
    Blueprint Props/BuildingProps/CardboardBox_01/CardboardBox_01_banger_NoText/7FA3E981-67AB-4814-AC20-5A22A4B31A2C
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData E258384A-3637-4E32-83CC-40890D540048
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 71
    BlueprintTransform::LinearTransform
        right::Vec3
            x 0.681538522243
            y 7.84917091323e-08
            z -0.731782257557
        up::Vec3
            x 2.16364703931e-08
            y 1.0
            z 1.27409492734e-07
        forward::Vec3
            x 0.731782257557
            y -1.02665580926e-07
            z 0.681538522243
        trans::Vec3
            x -20.4036655426
            y 74.9811401367
            z -55.7423171997
    Blueprint Props/BuildingProps/CardboardBox_01/CardboardBox_01_banger_NoText/7FA3E981-67AB-4814-AC20-5A22A4B31A2C
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData BAB649E8-A3E6-464E-A331-E1B13B7F2EFD
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 72
    BlueprintTransform::LinearTransform
        right::Vec3
            x -0.946807563305
            y -3.66499115501e-08
            z 0.321800291538
        up::Vec3
            x -5.91481657466e-05
            y 1.0
            z -0.000174037748366
        forward::Vec3
            x -0.321799814701
            y -0.00018381299742
            z -0.946807742119
        trans::Vec3
            x -29.6604480743
            y 74.9962005615
            z 163.188995361
    Blueprint Props/BuildingProps/CardboardBox_01/CardboardBox_01_banger_NoText/7FA3E981-67AB-4814-AC20-5A22A4B31A2C
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
ReferenceObjectData A9D56A60-4F35-42D2-A275-B4D7F7A7091E
    $::GameObjectData
        $::GameDataContainer
            $::DataContainer
        IsEventConnectionTarget 3
        IsPropertyConnectionTarget 3
        IndexInBlueprint 73
    BlueprintTransform::LinearTransform
        right::Vec3
            x -0.998862266541
            y -3.30577520913e-09
            z -0.0476887226105
        up::Vec3
            x -3.98098706778e-11
            y 1.0
            z 3.87496285059e-12
        forward::Vec3
            x 0.0476888753474
            y 2.06405985637e-08
            z -0.998862266541
        trans::Vec3
            x -29.5774707794
            y 75.7163162231
            z 164.557357788
    Blueprint Props/BuildingProps/CardboardBox_01/CardboardBox_01_banger_NoText/7FA3E981-67AB-4814-AC20-5A22A4B31A2C
    ObjectVariation *nullGuid*
    StreamRealm StreamRealm_None
    CastSunShadowEnable True
    Excluded False
TerrainEntityData F497C661-D9C5-4501-BE24-90C7BE3ADADB
    $::GamePhysicsEntityData
        $::GameEntityData
            $::SpatialEntityData
                $::EntityData
                    $::GameObjectData
                        $::GameDataContainer
                            $::DataContainer
                        IsEventConnectionTarget 3
                        IsPropertyConnectionTarget 3
                        IndexInBlueprint 48
                Transform::LinearTransform
                    right::Vec3
                        x 1.0
                        y 0.0
                        z 0.0
                    up::Vec3
                        x 0.0
                        y 1.0
                        z 0.0
                    forward::Vec3
                        x 0.0
                        y 0.0
                        z 1.0
                    trans::Vec3
                        x 0.0
                        y 0.0
                        z 0.0
            Enabled True
            Components *nullArray*
            RuntimeComponentCount 0
        PhysicsData *nullGuid*
    TerrainAsset Levels/MP_001/Terrain/MP001_Terrain/MP001_Terrain/743AF8BB-9DDF-D354-ABA4-5063E4E3CACF
    WaterMaterial *nullGuid*
    Visible True
TestPointEntityData 289DFAC0-5BA6-40AB-A937-770454481EAD
    $::GameEntityData
        $::SpatialEntityData
            $::EntityData
                $::GameObjectData
                    $::GameDataContainer
                        $::DataContainer
                    IsEventConnectionTarget 3
                    IsPropertyConnectionTarget 3
                    IndexInBlueprint 49
            Transform::LinearTransform
                right::Vec3
                    x 1.0
                    y 0.0
                    z 0.0
                up::Vec3
                    x 0.0
                    y 1.0
                    z 0.0
                forward::Vec3
                    x 0.0
                    y 0.0
                    z 1.0
                trans::Vec3
                    x -97.4836959839
                    y 96.242729187
                    z -45.2875709534
        Enabled True
        Components *nullArray*
        RuntimeComponentCount 0
    OutputName MP001_performance_testpoint
WorldPartData 424A3F47-5396-AA64-11D2-2D8503FBBFFB #primary instance
    $::SpatialPrefabBlueprint
        $::PrefabBlueprint
            $::Blueprint
                $::EntityBusData
                    $::DataBusData
                        $::Asset
                            $::DataContainer
                            Name Levels/MP_001/Default
                        PropertyConnections *nullArray*
                        LinkConnections *nullArray*
                    EventConnections *nullArray*
                    Descriptor *nullGuid*
                    NeedNetworkId False
                    InterfaceHasConnections False
                    AlwaysCreateEntityBusClient False
                    AlwaysCreateEntityBusServer False
            Objects::array
                member(0) F497C661-D9C5-4501-BE24-90C7BE3ADADB
                member(1) 289DFAC0-5BA6-40AB-A937-770454481EAD
                member(2) 338032CF-CB91-4563-B5F5-9E995E9B17F5
                member(3) BD32D1CB-934D-43C8-8009-AF96D0B36302
                member(4) 52A46311-427F-4900-9A94-5C29315CF7F4
                member(5) 68348E26-00DC-46AF-A72D-0564A8DBF551
                member(6) 76D89172-C553-4666-A8FC-2CC813389497
                member(7) 1DD6188A-6C96-40B8-A04F-1AF00369EE24
                member(8) 06209FF7-1026-4A55-A7BD-2391F042C3A2
                member(9) DCF6C981-21FA-4143-8AAE-7032E03056CF
                member(10) 9FCF4ED9-67C3-41E9-8D57-49432AD11087
                member(11) EC74555B-C4C8-49BD-8B26-6535D5D5F53D
                member(12) BA97CADE-42C3-4EAE-A529-82937C10B1DA
                member(13) C36B4289-09F8-4147-816B-F918DB4A8F2D
                member(14) A7FA8015-B036-49E4-89B9-5BB25E205A95
                member(15) D2D1D06A-9677-4BD7-9082-F60C39A35628
                member(16) 64D1DE11-19DD-40FE-BE0C-F637EC55EEC2
                member(17) C7085676-497A-4C3D-A5E0-7D4828A865BE
                member(18) 1706C1BB-1963-4606-A4D4-7A283777CC53
                member(19) E163D23E-CDBF-4CD7-BCC9-CB32709557C4
                member(20) 0D4F1B4A-E66B-4EF3-BBEE-E40C0E1F6AD1
                member(21) 8F8AA531-EDFE-418E-90AC-16B4D5F88248
                member(22) 8DF17E16-9139-4139-B702-2488D57D4800
                member(23) E258384A-3637-4E32-83CC-40890D540048
                member(24) BAB649E8-A3E6-464E-A331-E1B13B7F2EFD
                member(25) A9D56A60-4F35-42D2-A275-B4D7F7A7091E
    Enabled True
    UseDeferredEntityCreation False
    HackToSolveRealTimeTweakingIssue 039F20F8-73F2-0748-086F-ADB176A53E6A
