Partition EE988822-1E49-4F77-8CE0-9D6851307685
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData B4989D33-CC05-4131-9A91-D04BE1BB6E2F
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 64
				Points::array
					member(0)::Vec3
						x 1325.3441162109375
						y 67.73540496826172
						z -916.0303344726562
					member(1)::Vec3
						x 1315.3502197265625
						y 67.65615844726562
						z -906.927978515625
					member(2)::Vec3
						x 1313.1092529296875
						y 67.29302978515625
						z -894.7894897460938
					member(3)::Vec3
						x 1309.2901611328125
						y 66.67964172363281
						z -874.2161865234375
					member(4)::Vec3
						x 1305.856689453125
						y 66.40726470947266
						z -864.1654052734375
					member(5)::Vec3
						x 1305.556884765625
						y 66.7259750366211
						z -858.625
					member(6)::Vec3
						x 1302.7264404296875
						y 66.93852233886719
						z -854.6031494140625
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(7)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(12)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(13)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData 01399480-6432-4D4E-BB6B-5A8BC19C874D
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 65
				Points::array
					member(0)::Vec3
						x 1255.619384765625
						y 70.72044372558594
						z -930.180419921875
					member(1)::Vec3
						x 1259.138671875
						y 71.54315185546875
						z -934.11767578125
					member(2)::Vec3
						x 1272.790771484375
						y 71.89060974121094
						z -939.8793334960938
					member(3)::Vec3
						x 1281.0430908203125
						y 72.28022766113281
						z -945.888671875
					member(4)::Vec3
						x 1282.9171142578125
						y 72.26315307617188
						z -954.2677001953125
					member(5)::Vec3
						x 1287.5751953125
						y 72.59612274169922
						z -960.6744384765625
					member(6)::Vec3
						x 1295.1116943359375
						y 73.26280975341797
						z -963.8878784179688
					member(7)::Vec3
						x 1299.8140869140625
						y 73.93968200683594
						z -967.993408203125
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData 6E31F385-4606-429C-8954-EE0D7D83E604
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 67
				Points::array
					member(0)::Vec3
						x 1244.201416015625
						y 72.57923126220703
						z -957.0306396484375
					member(1)::Vec3
						x 1254.7685546875
						y 72.544189453125
						z -961.1580810546875
					member(2)::Vec3
						x 1265.4215087890625
						y 72.65902709960938
						z -957.8026733398438
					member(3)::Vec3
						x 1271.734619140625
						y 72.57923126220703
						z -956.7006225585938
					member(4)::Vec3
						x 1278.672607421875
						y 72.3094711303711
						z -957.5448608398438
					member(5)::Vec3
						x 1285.1890869140625
						y 72.65826416015625
						z -959.8489990234375
					member(6)::Vec3
						x 1291.0977783203125
						y 73.01412963867188
						z -961.33984375
					member(7)::Vec3
						x 1297.59423828125
						y 72.94842529296875
						z -962.29052734375
					member(8)::Vec3
						x 1301.865966796875
						y 73.95689392089844
						z -967.7705078125
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(9)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(10)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(12)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(13)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(14)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(15)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(16)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(17)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData 642521C5-1DE5-4A9C-BB89-8D3223BFCDDC
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 69
				Points::array
					member(0)::Vec3
						x 1271.9610595703125
						y 67.28227996826172
						z -854.5756225585938
					member(1)::Vec3
						x 1271.3223876953125
						y 66.6116714477539
						z -839.872802734375
					member(2)::Vec3
						x 1280.0814208984375
						y 66.1295166015625
						z -829.4424438476562
					member(3)::Vec3
						x 1281.8876953125
						y 65.79650115966797
						z -816.1619262695312
					member(4)::Vec3
						x 1288.829833984375
						y 64.90081024169922
						z -806.5194702148438
					member(5)::Vec3
						x 1294.57763671875
						y 63.5753173828125
						z -803.4405517578125
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(6)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData FAFF2E8F-78EB-4640-BA3B-C0F16A008295
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 71
				Points::array
					member(0)::Vec3
						x 1264.6510009765625
						y 65.22310638427734
						z -797.5641479492188
					member(1)::Vec3
						x 1274.730712890625
						y 65.30146026611328
						z -802.6384887695312
					member(2)::Vec3
						x 1279.628662109375
						y 65.43690490722656
						z -814.728271484375
					member(3)::Vec3
						x 1282.6270751953125
						y 65.9983901977539
						z -827.4468383789062
					member(4)::Vec3
						x 1284.5487060546875
						y 66.69104766845703
						z -839.9607543945312
					member(5)::Vec3
						x 1291.384765625
						y 66.56612396240234
						z -846.0731811523438
					member(6)::Vec3
						x 1306.7177734375
						y 66.1069107055664
						z -844.4642333984375
					member(7)::Vec3
						x 1319.5845947265625
						y 64.32142639160156
						z -839.2208862304688
					member(8)::Vec3
						x 1331.163818359375
						y 63.95343017578125
						z -832.5431518554688
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_3D/BE739CC0-FEE4-4ED7-A679-1754399C8BF4
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 1.5
				Right -1.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/TankTracks_01_2D/828427AE-5A6A-4984-A9C1-C73944A99EF9
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData C5BABE47-ECB2-4CBE-9FD0-CFE7F4A7B472
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 72
				Points::array
					member(0)::Vec3
						x 1439.7713623046875
						y 79.27021789550781
						z -1098.5787353515625
					member(1)::Vec3
						x 1442.251220703125
						y 79.50428771972656
						z -1106.588623046875
					member(2)::Vec3
						x 1460.537109375
						y 79.32258605957031
						z -1106.7841796875
					member(3)::Vec3
						x 1508.628173828125
						y 80.68022918701172
						z -1099.2105712890625
					member(4)::Vec3
						x 1614.2579345703125
						y 83.83216094970703
						z -1088.7008056640625
					member(5)::Vec3
						x 1638.31201171875
						y 84.33236694335938
						z -1091.090087890625
					member(6)::Vec3
						x 1647.18359375
						y 85.04750061035156
						z -1102.5648193359375
					member(7)::Vec3
						x 1633.8389892578125
						y 95.74125671386719
						z -1220.694091796875
					member(8)::Vec3
						x 1616.934326171875
						y 97.6185302734375
						z -1239.1871337890625
					member(9)::Vec3
						x 1503.750732421875
						y 90.3453598022461
						z -1248.1663818359375
					member(10)::Vec3
						x 1468.7611083984375
						y 90.2204818725586
						z -1249.5565185546875
					member(11)::Vec3
						x 1454.787353515625
						y 89.21044921875
						z -1244.72802734375
					member(12)::Vec3
						x 1449.86376953125
						y 87.13715362548828
						z -1238.9656982421875
					member(13)::Vec3
						x 1448.9559326171875
						y 86.54470825195312
						z -1229.476806640625
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(11)::Vec3
						x 0.0
